id,site,title,companyName,location,jobUrl,datePosted,jobType,isRemote,minAmount,maxAmount,currency,interval,description
builtin-1944417685,builtin,"Software Engineer, iOS Core Product - Ho Chi Minh City, Vietnam",Speechify,,https://builtin.com/job/software-engineer-ios-core-product-ho-chi-minh-city-vietnam/9163007,,,false,,,,,
builtin-98083525,builtin,"Software Engineer, Data Infrastructure & Acquisition - Ho Chi Minh City, Vietnam",Speechify,,https://builtin.com/job/software-engineer-data-infrastructure-acquisition-ho-chi-minh-city-vietnam/9205870,,,false,,,,,
builtin-19750591,builtin,Software Engineer I,Axon,,https://builtin.com/job/software-engineer-i/9000462,,,false,,,,,
