id,site,title,companyName,location,jobUrl,datePosted,jobType,isRemote,minAmount,maxAmount,currency,interval,description
li-software-engineer-at-harris-computer-4419919945,linkedin,Software Engineer,Harris Computer,"Utah, United States",https://www.linkedin.com/jobs/view/software-engineer-at-harris-computer-4419919945,2026-05-27,,false,,,,,
li-software-engineer-at-strativ-group-4419164389,linkedin,Software Engineer,Strativ Group,"Los Angeles, CA",https://www.linkedin.com/jobs/view/software-engineer-at-strativ-group-4419164389,2026-05-26,,false,,,,,
li-software-engineer-at-nuvo-4378357766,linkedin,Software Engineer,Nuvo,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-nuvo-4378357766,2026-05-24,,false,,,,,
