company_name,location,objective_signal,title_match,open_roles,priority,fit,source
Xenonstack,Nagar,,,4,low,low,Naukri
ZYVORA BRANDS,Gurugram,,,4,low,low,Naukri
Zee Entertainment-International Business,"Mumbai, Maharashtra, India",,,4,low,low,LinkedIn
Zycus Infotech,"Mumbai, Pune, Bengaluru",,,4,low,low,Naukri
aeratechnology,"Mountain View, CA, USA",,,16,low,low,Lever
ajax,Bengaluru,,,4,low,low,Lever
bf,"India, Gurgaon",,,12,low,low,Workday
certifyos,"Remote US, United States",,Head of Marketing,4,medium,medium,Ashby
clarivate,India - Bangalore,,,4,low,low,Workday
cochlear,"Mumbai, India",,,4,low,low,Workday
d.light,Hybrid - Gurugram,united states,,4,low,low,Naukri
demandbase,"US - Remote, United States",,,8,low,low,Ashby
eG Innovations,Chennai,Across India/US/EU markets,Product Marketing Manager,4,medium,medium,Naukri
economicmodeling,Remote (Work From Home) US,,,8,low,low,Lever
extremenetworks,Bangalore,,,4,low,low,Lever
fampay,Bengaluru,,,4,low,low,Lever
fmc,"Mumbai, India",,,12,low,low,Workday
gohighlevel,India,us market,,12,medium,medium,Lever
hackerone,"Seattle, Washington, United States",,,4,low,low,Ashby
hevodata,United States,,,4,low,low,Lever
iBase-t,Ahmedabad,,,4,low,low,Naukri
iQuanti,"Bengaluru, Karnataka, India",,,4,low,low,LinkedIn
iSOCRATES Inc,Bengaluru,,,4,low,low,Naukri
pepper square,"Bengaluru, Karnataka",,,8,low,low,Indeed
primexbt,Remote,,,4,low,low,Greenhouse
spotify,Mumbai,,,4,low,low,Lever
tala,Philippines,,,4,low,low,Lever
teikametrics,India / Remote,,,8,low,low,Lever
thoughtspot,India - Bangalore,,,12,low,low,Workday
ti Steps,"Chennai, Bengaluru",,,4,low,low,Naukri
upguard,Sydney,united states,,8,low,low,Lever
