company_name,location,objective_signal,title_match,open_roles,priority,fit,source
People Mint Hr Consulting,Kolkata,,,5,low,low,Naukri
Pepper,"Mumbai, Maharashtra, India",US market(s),Head of Demand Generation (US Market),8,medium,medium,LinkedIn
Persistent,"Pune, Maharashtra",,,5,low,low,Indeed
Persistent Systems,"Pune City, Maharashtra, India",,,5,low,low,LinkedIn
Plaud,JAPAC | India,us market,,5,medium,medium,Ashby
Plum,"Bengaluru, Karnataka, India",,,5,low,low,LinkedIn
Plush,"Bengaluru, Karnataka, India",,,5,low,low,LinkedIn
Polygon Labs,Remote,,,5,low,low,Indeed
Posidex Technologies,Hyderabad,,,5,low,low,Naukri
Position2,Bengaluru,,,5,low,low,Naukri
Procter & Gamble,Mumbai Metropolitan Region,,,5,low,low,LinkedIn
Prolim,Bengaluru,"North America market/customers, US market(s)",Demand Generation Lead,10,medium,medium,Naukri
Publicis Groupe,"Gurugram, Haryana, India",,,5,low,low,LinkedIn
Publicis Sapient,Gurugram,,,5,low,low,Naukri
Purplle.com,Mumbai Metropolitan Region,,,5,low,low,LinkedIn
QSR,Jaipur,,,5,low,low,Naukri
QpiAI,"Bangalore Urban, Karnataka, India",,,5,low,low,LinkedIn
Qrata,Bengaluru,,,5,low,low,Naukri
"Queen Elizabeth’s School, Gurugram","Gurugram, Haryana, India",us market,Head of Marketing,5,high,high,LinkedIn
QuillBot,India,united states,,10,low,low,LinkedIn
RC Project Consultancy,Surat,,,5,low,low,Naukri
Race,Jaipur,,,5,low,low,Naukri
Raffles Udaipur,"Udaipur, Rajasthan, India",,,5,low,low,LinkedIn
Raksha Elite Solutions (Raksha Prime),"Bengaluru, Karnataka, India",,,5,low,low,LinkedIn
Rapyder,Bengaluru,,,5,low,low,Naukri
RateGain,"Noida, Uttar Pradesh, India",,,5,low,low,LinkedIn
Rearc,"Vadodara, Gujarat, India",us market,,5,medium,medium,LinkedIn
Recro,India,"Markets list includes US, US market(s)",Head of Demand Generation,5,medium,medium,LinkedIn
Reliance Games,Pune,,,5,low,low,Naukri
Reputed Real - Estate Company,Ahmedabad,,,5,low,low,Naukri
Ridhira Group - Building World's largest Wellness Communities,"Hyderabad, Telangana, India",,Head of Marketing,5,medium,medium,LinkedIn
Ronil,Goa,,,5,low,low,Indeed
SAP,"Bengaluru, Karnataka, India",,,10,low,low,LinkedIn + Naukri
