company_name,location,objective_signal,title_match,open_roles,priority,fit,source
Giga,"San Francisco, CA",,Software Engineer (New Grads),1,medium,medium,LinkedIn
Sony Interactive Entertainment,"San Mateo, CA",,Software Engineer I,1,medium,medium,LinkedIn
