id,site,title,companyName,location,jobUrl,datePosted,jobType,isRemote,minAmount,maxAmount,currency,interval,description
builtin-784033222,builtin,Head of Marketing,Lytegen,,https://builtin.com/job/head-marketing/8085612,,,false,,,,,
builtin-783103907,builtin,Head of Marketing,Lytegen,,https://builtin.com/job/head-marketing/8075005,,,false,,,,,
builtin-1598800575,builtin,Head of Growth/Marketing Lead,Teamified,,https://builtin.com/job/head-growth-marketing-lead/8249139,,,false,,,,,
builtin-278081061,builtin,Marketing Head,Lytegen,,https://builtin.com/job/marketing-head/8071407,,,false,,,,,
builtin-1886677991,builtin,Head Of Paid Marketing,Forbes Advisor,,https://builtin.com/job/head-paid-marketing/9529850,,,false,,,,,
builtin-1040685605,builtin,Head - Marketing,Dr. Reddy’s Laboratories,,https://builtin.com/job/head-marketing/8972926,,,false,,,,,
builtin-585040616,builtin,Head of Marketing and Growth,Lytegen,,https://builtin.com/job/head-marketing-and-growth/7834585,,,false,,,,,
builtin-583999889,builtin,Head of Marketing and Growth,Lytegen,,https://builtin.com/job/head-marketing-and-growth/7848370,,,false,,,,,
builtin-583999943,builtin,Head of Marketing and Growth,Lytegen,,https://builtin.com/job/head-marketing-and-growth/7848358,,,false,,,,,
builtin-163400694,builtin,Head - Marketing & Growth,Lytegen,,https://builtin.com/job/head-marketing-growth/8199849,,,false,,,,,
builtin-722273934,builtin,Marketing Head,2070 Health,,https://builtin.com/job/marketing-head/9457746,,,false,,,,,
builtin-475100406,builtin,Head – HR & Talent Acquisition (Sales & Marketing),Dudhi Industries Private Limited,,https://builtin.com/job/head-hr-talent-acquisition-sales-marketing/9400480,,,false,,,,,
builtin-2073106246,builtin,Head of Growth Marketing,Writesonic,,https://builtin.com/job/head-growth-marketing/7983883,,,false,,,,,
builtin-766220227,builtin,Digital Marketing Head (6+ Years),iCreative Technologies Inc.,,https://builtin.com/job/digital-marketing-head-6-years/9343926,,,false,,,,,
builtin-277036423,builtin,Marketing Head,Lytegen,,https://builtin.com/job/marketing-head/8085617,,,false,,,,,
builtin-1086057216,builtin,Head of Performance Marketing - B2C (US Market),Lytegen,,https://builtin.com/job/head-performance-marketing-b2c-us-market/7864213,,,false,,,,,
builtin-1919400465,builtin,Head of Growth and Marketing,Lytegen,,https://builtin.com/job/head-growth-and-marketing/8074987,,,false,,,,,
builtin-782988613,builtin,Head of Marketing,Lytegen,,https://builtin.com/job/head-marketing/8071410,,,false,,,,,
builtin-227319088,builtin,Head of Marketing: JioBlast,BLAST (blast.tv),,https://builtin.com/job/head-marketing-jioblast/9206727,,,false,,,,,
builtin-119903394,builtin,Head of Marketing,Lytegen,,https://builtin.com/job/head-marketing/7821707,,,false,,,,,
builtin-587899683,builtin,Head of Marketing and Growth,Lytegen,,https://builtin.com/job/head-marketing-and-growth/7801656,,,false,,,,,
builtin-813707106,builtin,Head of Marketing,Lytegen,,https://builtin.com/job/head-marketing/8199854,,,false,,,,,
builtin-1419478672,builtin,Head of Marketing APAC,Munters,,https://builtin.com/job/head-marketing-apac/9418127,,,false,,,,,
builtin-1755426529,builtin,Head of Marketing,Everise,,https://builtin.com/job/head-marketing/9360441,,,false,,,,,
builtin-1754623978,builtin,Head of Marketing,Perfect People Search,,https://builtin.com/job/head-marketing/9354609,,,false,,,,,
builtin-784033222,builtin,Head of Marketing,Lytegen,,https://builtin.com/job/head-marketing/8085612,,,false,,,,,
builtin-783103907,builtin,Head of Marketing,Lytegen,,https://builtin.com/job/head-marketing/8075005,,,false,,,,,
builtin-1598800575,builtin,Head of Growth/Marketing Lead,Teamified,,https://builtin.com/job/head-growth-marketing-lead/8249139,,,false,,,,,
builtin-278081061,builtin,Marketing Head,Lytegen,,https://builtin.com/job/marketing-head/8071407,,,false,,,,,
builtin-1886677991,builtin,Head Of Paid Marketing,Forbes Advisor,,https://builtin.com/job/head-paid-marketing/9529850,,,false,,,,,
builtin-1040685605,builtin,Head - Marketing,Dr. Reddy’s Laboratories,,https://builtin.com/job/head-marketing/8972926,,,false,,,,,
builtin-585040616,builtin,Head of Marketing and Growth,Lytegen,,https://builtin.com/job/head-marketing-and-growth/7834585,,,false,,,,,
